"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"3781" 1010.7 24.7 77.6 33.12 4.936 28.649
"3782" 1012.3 24.8 76.4 41.4 6.443 27.443
"3783" 1009.2 28.3 76.1 16.92 5.388 29.7005
"3784" 1009.6 27.7 76.4 36.72 6.467 29.2541
"3785" 1008.9 25.7 82.4 38.52 4.961 29.0567
"3786" 1011.5 27.6 77 34.56 5.297 29.2397
"3787" 1002.7 28.4 76.2 28.08 6.389 29.3737
"3788" 1005.7 28 83 25.2 6.255 29.3292
"3789" 1013.6 24.8 80.4 27.36 6.945 28.0259
"3790" 1013 25.1 79.9 42.12 6.654 27.6356
"3791" 1008.2 26.9 80.6 43.2 6.502 28.8087
"3792" 1004.2 28.5 76.1 28.8 7.239 29.4744
"3793" 1013.7 24.9 80.9 37.08 6.552 27.6386
"3794" 1010 25.2 82.5 41.4 6.077 27.5722
"3795" 1008.6 26 86.4 34.56 6.779 29.0855
"3796" 1013.8 24.6 67.7 34.56 6.166 28.24
"3797" 1008.8 26.8 84.3 47.88 5.366 29.0424
"3798" 1013.2 24.6 80.6 43.56 6.822 27.7268
"3799" 1009.5 27.6 68.5 44.64 6.602 29.1866
"3800" 1013.3 27.1 77.7 33.84 6.888 29.2502
"3801" 1011.6 27.1 71.3 38.16 5.952 29.356
"3802" 1003.4 26.4 84.4 12.96 5.981 29.3881
"3803" 1007.8 27.8 76.2 18 6.566 29.1116
"3804" 1011.1 25.9 71.4 43.56 6.57 28.2581
"3805" 1013 25.1 81.6 39.6 6.477 27.5682
"3806" 1011.3 25.4 80.2 37.08 6.302 27.4676
"3807" 1014.7 24.4 67.7 32.76 4.789 28.4625
"3808" 1013.3 24.2 68.4 32.04 4.677 28.5038
"3809" 1008.2 26.5 72.6 39.96 7.235 28.4661
"3810" 1010 27.9 77.4 25.2 6.855 28.9951
"3811" 1010.2 26.4 79.4 38.88 6.781 29.0326
"3812" 1009.8 26.2 78.5 37.44 6.116 28.9763
"3813" 1014.6 27.3 74.4 32.04 6.136 29.1397
"3814" 1011.2 25.2 82.5 57.24 6.539 28.4526
"3815" 1011.5 28.8 75.1 28.44 4.742 29.0117
"3816" 1007.6 29.2 73.4 11.52 5.837 28.8027
"3817" 1010.6 27.8 71 43.92 5.432 29.7551
"3818" 1013.4 24.1 83.2 38.52 5.79 27.6013
"3819" 1009.4 27.4 75.3 38.52 6.929 29.2967
"3820" 1006.7 27.7 82.6 10.08 6.223 28.9032
"3821" 1006.2 27.6 84.6 13.68 6.485 29.006
"3822" 1010.9 26.5 79 47.16 5.317 29.1726
"3823" 1007.5 27.5 74.9 7.56 5.879 28.6616
"3824" 1009.1 27.6 77.7 37.44 5.956 29.0922
"3825" 1007.3 27.3 85.3 10.8 6.234 29.0716
"3826" 1010 26.2 79.4 38.16 5.571 29.0992
"3827" 1010.1 28.5 75.1 39.6 7.542 29.0607
"3828" 1007.4 26.9 68.1 13.32 4.815 28.6453
"3829" 1007.4 27.5 80.3 28.08 6.271 28.9913
"3830" 1008.5 26.3 78.3 37.08 6.944 29.0315
"3831" 1007.5 25.2 88.5 40.68 6.474 29.8297
"3832" 1009.5 28.1 74 46.8 6.246 28.8785
"3833" 1010.8 27.5 71.1 39.24 6.696 29.027
"3834" 1011.7 27.3 79.3 38.88 6.68 28.9451
"3835" 1011.9 24.9 80.5 41.4 6.511 27.6251
"3836" 1009.3 28.2 77.3 36.36 6.225 29.3913
"3837" 1014.9 25.5 74.1 32.4 5.601 28.0168
"3838" 1004.6 28.2 78.8 23.04 6.237 29.3687
"3839" 1008.4 27.5 74.2 4.68 5.464 28.6158
"3840" 1013.5 27.4 73.7 36 6.117 29.3275
"3841" 1012.5 24.8 85.8 47.52 6.493 28.5001
"3842" 1011.7 24.6 74.8 34.92 5.572 28.2259
"3843" 1005 28.6 80 26.64 6.567 28.8645
"3844" 1007.2 28.8 80.3 36.36 5.833 29.3351
"3845" 1011.9 25.6 75.4 39.6 5.812 27.8568
"3846" 1009 27.3 76.9 29.16 6.487 29.1025
"3847" 1010.1 28.1 71.3 41.04 6.192 28.9799
"3848" 1008.5 28.9 75.1 33.12 5.363 29.6951
"3849" 1009.4 25.6 75.9 34.56 5.921 28.7176
"3850" 1009.1 26.4 84.5 43.56 6.991 28.8957
"3851" 1010.1 25.5 80.8 41.4 6.463 27.579
"3852" 1005.8 28.5 79.3 38.52 6.432 29.1996
"3853" 1012.4 25 77.2 26.28 5.279 28.1285
"3854" 1012.7 27.3 70 38.52 5.115 29.7053
"3855" 1007 26.9 80.9 12.6 5.387 29.7727
"3856" 1012.2 27 72.8 27 6.245 29.1302
"3857" 1008.4 27.1 75.1 45.72 5.506 29.1304
"3858" 1009.6 26.4 84.2 44.28 6.946 28.8967
"3859" 1004.2 27.1 83.7 22.68 6.515 29.523
"3860" 1009.4 25.3 77.4 46.8 6.588 27.5281
"3861" 1010.3 25.8 75.5 33.12 6.127 28.4583
"3862" 1006.6 28 78.5 24.84 5.496 29.23
"3863" 1005.2 27.7 78.1 21.96 6.765 28.7285
"3864" 1005.2 28.8 79.9 18 6.531 28.8524
"3865" 1012.7 25.5 86.6 37.8 6.864 27.728
"3866" 1009.6 26.4 78.3 44.64 6.142 28.8083
"3867" 1009 28.5 79.2 30.96 6.744 29.456
"3868" 1005.2 28.7 72.7 32.76 5.291 29.1974
"3869" 1009 28.4 77.3 7.2 5.647 29.6433
"3870" 1011.3 25.2 80.8 44.28 6.087 27.1718
"3871" 1011.9 25.4 77.8 39.96 6.84 27.9933
"3872" 1012.7 27.1 74.5 42.12 6.469 29.0757
"3873" 1003.2 27.5 69.8 20.88 7.038 28.6797
"3874" 1008.4 26.6 75.1 46.08 6.673 28.7516
"3875" 1009 28.5 74 21.6 5.905 28.8028
"3876" 1008.1 26.2 85.4 36.72 6.76 29.107
"3877" 1006.4 27.3 85.4 9 5.838 29.3665
"3878" 1008 27.1 78.7 25.56 5.98 29.2988
"3879" 1004.5 27.8 83.3 11.52 5.633 28.7456
"3880" 1006.7 27.8 75.1 7.56 6.292 28.6329
"3881" 1010.6 25.4 75 52.2 6.226 27.4797
"3882" 1006.4 27.4 78.8 3.96 5.31 29.034
"3883" 1012.6 25.5 71.8 41.04 6.219 27.7633
"3884" 1013.8 25.4 75.1 40.32 5.651 27.7445
"3885" 1009.3 27.1 73.3 42.48 5.08 29.1762
"3886" 1009.9 29 78.2 39.24 5.75 29.2273
"3887" 1011.3 25.3 80.3 35.28 5.723 27.8079
"3888" 1011.7 26 72 36.72 6.542 28.3328
"3889" 1007 28.3 76.3 21.24 5.391 28.9794
"3890" 1013.3 24.1 74 26.64 5.354 28.1738
"3891" 1003.3 27.7 83.9 35.64 6.45 29.2715
"3892" 1005.4 28.6 78.6 38.52 6.246 29.1724
"3893" 1009.2 27.2 75.2 29.88 6.477 29.0913
"3894" 1007 26.2 81.5 63.36 5.225 29.2935
"3895" 1013.2 24.3 80.2 30.6 5.851 28.1052
"3896" 1012.3 25.6 72 41.4 6.781 27.9502
"3897" 1014.2 25.4 80.8 37.44 5.987 27.6517
"3898" 1013.2 25.5 82.3 45.72 5.86 27.9062
"3899" 1013.5 25.2 75.7 43.92 5.782 28.2097
"3900" 1010.1 27.7 78.1 32.4 6.041 29.0306
"3901" 1009.6 27.4 76 37.44 6.099 29.3593
"3902" 1011 26.5 78.1 45.72 6.275 28.8299
"3903" 1012.9 25.2 76.5 40.32 7.281 28.2428
"3904" 1010.9 26.8 78.4 34.56 6.262 29.2646
"3905" 1014.3 25.1 82.5 51.12 6.758 27.6213
"3906" 1015.2 25.4 69.8 46.44 4.731 28.3905
"3907" 1006.9 28.5 76.9 21.24 6.471 28.9164
"3908" 1007.7 28.1 81 9.72 6.189 28.9211
"3909" 1009.1 27.3 77.6 24.12 5.758 29.2395
"3910" 1007.9 25.8 89 37.08 6.425 29.0851
"3911" 1012.7 24.1 84.2 23.4 5.522 28.3661
"3912" 1009.6 29 73.1 22.32 6.394 28.8395
"3913" 1011.4 26.5 77.1 38.52 7.124 29.1031
"3914" 1002.6 28 78.4 30.96 7.02 29.5018
"3915" 1011.2 24.9 82.8 28.44 6.189 28.6779
"3916" 1008.5 26.8 82.1 14.04 6.131 29.0759
"3917" 1009.9 26 84.6 38.16 6.95 28.82
"3918" 1013.9 27.3 73.7 45.72 5.013 29.4417
"3919" 1012.7 25.3 76.9 39.24 7.234 28.2329
"3920" 1004.7 27.2 78.7 11.52 5.646 29.5594
"3921" 1010.8 26.7 81.3 38.16 6.777 29.0882
"3922" 1011.4 27.3 78.6 37.8 5.047 29.185
"3923" 1007.6 25.9 86.9 48.24 5.486 29.6984
"3924" 1009.5 28.6 78.4 28.44 5.897 28.7729
"3925" 1005.5 28.3 78.6 33.84 6.042 29.4583
"3926" 1009.5 26.3 75.6 41.04 5.49 29.2462
"3927" 1003.6 27.5 80.3 52.92 6.588 29.2844
"3928" 1010.1 27.2 84.8 47.16 6.338 29.6114
"3929" 1010.4 27.4 70.9 37.08 6.796 29.1853
"3930" 1009.3 26.4 79.1 41.4 6.195 28.7474
"3931" 1012.5 25.4 85.5 39.24 6.119 27.514
"3932" 1009.3 26.5 80.8 33.84 5.986 29.1152
"3933" 1009.7 27 75 39.96 6.181 28.9268
"3934" 1014 25 78.2 32.04 6.807 28.1106
"3935" 1011.5 26.9 71.9 34.92 5.218 29.7213
"3936" 1011.6 27.1 76.3 38.16 6.508 29.4732
"3937" 1014.5 25.2 69.9 38.88 4.859 28.4456
"3938" 1011.1 27 72.1 42.12 6.193 29.2524
"3939" 1007.2 27.4 70.9 46.8 5.489 28.9911
"3940" 1003.6 28.8 80.5 39.24 5.979 29.3956
"3941" 1005.5 28.7 73.9 23.76 5.714 28.9357
"3942" 1008.6 26.8 76.3 36.36 6.52 28.9735
"3943" 1009.4 26.9 79.2 48.24 6.732 28.6785
"3944" 1013 24.1 74.2 27.72 5.46 28.182
"3945" 1005.3 28.6 76.7 36.36 6.201 29.1657
"3946" 1008.4 29 74.3 24.48 6.02 28.8361
"3947" 1012.2 24.8 76.2 37.44 6.528 27.3928
"3948" 1014.5 25.4 70.1 46.08 6.315 27.2957
"3949" 1007.2 28.9 72.6 16.92 6.798 29.0494
"3950" 1014 24.9 70 39.96 6.957 28.3874
"3951" 1015.2 25.3 75.7 36.72 5.333 28.0623
"3952" 1013.4 24.7 83 24.12 5.102 28.3538
"3953" 1009.4 25.8 88 32.76 5.658 29.1248
"3954" 1010.4 25.9 81.1 33.84 5.571 28.6189
"3955" 1008.8 26.9 73.3 41.76 5.75 28.9698
"3956" 1009.2 28.7 75.5 40.32 4.796 29.2291
"3957" 1013.2 27.3 71.7 37.8 5.901 29.3419
"3958" 1009.8 26.2 68.4 47.52 6.519 28.1642
"3959" 1012.4 24.2 88.7 29.88 5.741 28.2013
"3960" 1010.1 28.1 75.2 41.04 5.463 29.2024
"3961" 1012.2 25.1 80.2 37.8 6.199 27.6027
"3962" 1014.7 24.5 81.1 36.72 6.297 27.5323
"3963" 1010.4 27.5 78.7 29.52 6.213 29.3159
"3964" 1007.7 28.5 80.9 28.08 6.697 29.2945
"3965" 1012.3 25.1 76 36.72 6.754 28.3644
"3966" 1015 26 76.2 37.44 7.128 29.1549
"3967" 1012.6 27.1 69 41.76 6.37 29.3207
"3968" 1014.3 25.3 81.8 48.96 6.812 27.702
"3969" 1012.4 25.4 72.8 43.2 6.499 27.8336
"3970" 1011.1 27.6 79.4 36.72 5.219 29.3269
"3971" 1014.8 25.1 67.3 40.68 5.194 28.4673
"3972" 1009.5 26.7 79.8 46.08 5.524 29.1076
"3973" 1013.7 25.5 74.2 43.2 5.654 27.7448
"3974" 1007.1 28.6 74.1 44.28 5.564 29.4911
"3975" 1013.4 27.1 73.9 41.4 6.56 29.0613
"3976" 1009.5 27.8 74.4 37.44 6.32 29.0639
"3977" 1012.3 26 66.7 43.92 4.973 28.7643
"3978" 1014.8 24.9 76.7 43.2 5.328 28.0513
"3979" 1009.9 27.9 76.9 42.84 6.361 28.9008
"3980" 1007.6 28.9 79 36.36 5.575 29.2404
"3981" 1011.5 25.4 70.3 42.48 6.877 27.8831
"3982" 1013.8 27 73.8 39.24 6.57 28.9949
"3983" 1012.7 25.6 76.4 45 6.533 27.3378
"3984" 1011.4 25 79 45 6.317 27.4109
"3985" 1011.1 26.4 79.1 40.68 5.604 29.174
"3986" 1012 24.7 76.6 31.32 5.666 28.224
"3987" 1002.4 28.6 79.7 30.24 5.617 29.5061
"3988" 1009.1 26.7 83.2 48.24 5.793 28.968
"3989" 1003.3 27 84.1 53.64 6.616 29.3631
"3990" 1012.7 27.1 81.9 33.48 6.891 29.0831
"3991" 1010.8 25.9 80.7 44.64 5.902 27.8274
"3992" 1011.5 26.7 75.6 41.04 5.663 29.0812
"3993" 1008.3 28.6 77.6 33.48 5.597 29.2981
"3994" 1009.8 27.6 79.7 38.16 6.499 28.9991
"3995" 1013.8 23.8 82.9 46.44 5.484 27.9752
"3996" 1011.4 26.5 85.2 48.24 5.382 28.9369
"3997" 1012.5 24.9 80.4 45 6.529 27.6612
"3998" 1011.8 27.2 77 45.36 5.109 29.2732
"3999" 1011.4 26.8 81.3 42.12 6.171 28.9374
"4000" 1012 25.5 77.4 44.28 6.669 27.2978
"4001" 1011.4 26.8 82.2 23.04 6.182 28.9839
"4002" 1009.6 28.5 75.6 37.08 7.408 29.0061
"4003" 1013.1 25.5 75.9 43.2 6.152 27.691
"4004" 1010.7 24.7 78.5 27.36 5.666 28.3275
"4005" 1007.6 27.7 82.5 7.92 6.181 29.2184
"4006" 1013.1 25.5 71.3 34.92 5.254 28.1356
"4007" 1007.2 24.9 83.5 19.08 5.026 28.9208
"4008" 1011.6 25.9 83.9 37.44 6.599 27.8442
"4009" 1011.6 27.5 70 46.8 6.34 29.4483
"4010" 1007.7 28.7 76.7 33.84 5.415 29.3624
"4011" 1012.2 24.9 74.1 23.76 6.084 28.0442
"4012" 1012 26.8 79.3 37.8 7.019 28.9929
"4013" 1008 28.6 74.1 49.32 4.783 29.1495
"4014" 1015 25.1 82.2 38.52 5.141 28.258
"4015" 1012.3 27.1 71.6 28.44 6.248 29.1304
"4016" 1007.9 27.6 74.9 38.88 6.615 29.0064
"4017" 1005.5 29.3 72.6 25.56 5.182 29.0939
"4018" 1009.9 26.9 76.4 41.04 6.313 28.0022
"4019" 1014.3 25.7 77.3 35.64 4.884 28.1666
"4020" 1009.1 27.8 76.4 44.64 5.652 29.0556
"4021" 1002.5 27.4 81.7 55.8 5.819 29.3279
"4022" 1012.3 26.4 76.8 24.48 6.211 29.2468
"4023" 1006.9 28.1 77.3 26.28 5.917 29.1485
"4024" 1009.9 27.1 79.5 42.84 5.814 28.9623
"4025" 1010.6 27.7 76.3 42.12 5.935 28.895
"4026" 1014.8 25.1 76.3 39.6 6.33 27.3225
"4027" 1011.8 27.3 76.3 43.92 6.593 28.8704
"4028" 1011.3 26.6 81 47.88 6.826 28.7115
"4029" 1010.4 26.1 82 39.6 6.239 27.8979
"4030" 1008.5 27.4 81.6 25.56 5.854 29.7374
"4031" 1008.5 27.7 75.8 37.08 6.03 29.1587
"4032" 1004.2 28.2 78.5 14.76 5.283 28.9789
"4033" 1013 23.9 81.4 38.16 5.373 28.0264
"4034" 1010.3 27.2 71.1 34.92 6.605 29.2619
"4035" 1010.2 28.2 75.3 12.24 5.222 28.5894
"4036" 1009.2 26.6 77.3 39.6 6.64 29.0277
"4037" 1005.9 28.5 76.4 31.32 4.859 29.2679
"4038" 1010.2 26.5 76 24.84 5.369 29.4598
"4039" 1012.2 24.3 78.9 33.84 5.357 28.1077
"4040" 1012.7 25 66.1 41.04 5.932 28.3394
"4041" 1011.9 24.5 78.3 44.28 5.365 28.1362
"4042" 1010 28.1 77.6 28.8 6.708 29.1026
"4043" 1014.5 26.2 81.7 42.48 7.235 29.1117
"4044" 1009.8 28.5 77.9 35.64 6.903 29.2468
"4045" 1007.4 25.7 82.9 29.16 6.591 29.3222
"4046" 1002.4 27 80.2 20.52 5.68 29.3515
"4047" 1011.6 26.7 83.5 41.76 6.09 28.8951
"4048" 1004.5 29.1 76 22.32 6.724 28.9784
"4049" 1013 27.2 68.5 46.08 6.751 29.334
"4050" 1009.6 28 80.5 28.8 6.077 29.4448
"4051" 1011.7 23.9 69.3 32.04 4.999 28.5753
"4052" 1008.8 28.3 75.3 28.44 6.909 28.9996
"4053" 1007.5 29 78.8 39.96 5.561 29.2436
"4054" 1013.5 24.3 77.7 23.4 5.893 27.9058
"4055" 1012.8 27.3 71.4 36.72 6.048 29.5069
"4056" 1011.2 25.3 80.7 36.72 5.943 27.7384
"4057" 1010 27.8 74.6 38.52 5.256 29.4003
"4058" 1010.8 24.5 80.3 54.72 6.252 27.4974
"4059" 1013.3 25.1 79.2 42.12 6.416 27.6478
"4060" 1014.7 24.7 82.3 46.8 6.764 27.6766
"4061" 1007.7 28 79.7 25.2 6.915 29.306
"4062" 1013.1 24.6 71.6 33.84 6.344 28.3921
"4063" 1008.8 25.6 82.4 37.8 5.422 29.2928
"4064" 1013.6 25.4 82.6 38.88 5.303 28.1836
"4065" 1012 25.2 72.2 28.08 6.262 27.9663
"4066" 1011.4 26.9 72.3 39.6 5.977 29.3583
"4067" 1005.1 28.1 75.8 26.64 5.821 28.8127
"4068" 1008.5 27.9 77.8 38.16 5.955 29.5687
"4069" 1007.6 28.7 78.6 32.76 5.395 29.3799
"4070" 1005 25.1 83.2 34.92 6.158 29.23
"4071" 1003 28.1 77.7 22.68 7.137 29.4996
"4072" 1010.9 26.5 81.7 27.36 6.001 29.0183
"4073" 1008.6 26.7 75.3 47.52 6.152 28.3237
"4074" 1006.5 27.9 74.2 6.84 6.263 28.6332
"4075" 1011.9 25.4 74.1 33.48 5.516 28.0034
"4076" 1009.1 26.2 77 39.24 5.691 29.2339
"4077" 1009.1 28.6 73 23.4 7.656 28.4747
"4078" 1011 26.2 81.1 48.96 5.979 27.6877
"4079" 1009.8 26.4 76.5 46.08 7.026 29.1976
"4080" 1011 25 78.7 39.6 5.523 28.5687
"4081" 1010.8 27.4 77.2 27.72 6.556 29.0063
"4082" 1009 28.5 80.5 34.92 6.721 29.426
"4083" 1012.4 26.5 82 33.12 6.57 28.9852
"4084" 1014.3 24.7 79.1 26.64 7.166 28.0421
"4085" 1013.9 27.2 74.3 43.2 5.009 29.4398
"4086" 1010.6 26.7 73.1 42.48 7.097 29.1235
"4087" 1012.2 25.4 71.8 47.52 6.172 27.8223
"4088" 1009.9 27.2 83.1 25.92 5.669 29.1136
"4089" 1012.5 25.4 82.3 39.6 5.989 28.0046
"4090" 1008.6 28.6 71.4 28.44 5.446 29.0028
"4091" 1006.8 27.7 81.7 12.6 6.112 28.8558
"4092" 1007.7 28.2 70.3 43.2 6.025 29.3055
"4093" 1013.8 25 70.2 32.76 5.879 28.3874
"4094" 1007.9 28.4 75.3 38.88 5.645 29.4811
"4095" 1012.4 24.9 73.8 38.16 5.521 28.246
"4096" 1009.5 25.8 82.7 38.52 5.066 28.9279
"4097" 1009.6 26.3 76.7 40.68 6.564 28.7775
"4098" 1008.5 26.8 75.7 43.2 6.074 28.398
"4099" 1012.5 27.6 69 25.56 6.295 29.0922
"4100" 1010.7 26.6 77.7 56.88 6.239 28.8249
"4101" 1014.2 24.7 80.5 27.72 7.109 28.0363
"4102" 1010.4 26.6 73.1 27 6.437 29.4445
"4103" 1004.2 29.1 76.4 25.2 5.632 29.0055
"4104" 1007.8 28.3 76.2 12.24 5.713 29.6629
"4105" 1010.7 27.3 69.1 39.24 5.781 29.4689
"4106" 1014.6 24.8 79.4 35.64 6.207 27.6996
"4107" 1010.7 26.6 72.5 41.4 7.089 29.1187
"4108" 1008.9 28.5 80.6 29.88 6.405 29.0844
"4109" 1007.7 27.7 81.8 4.32 6.199 29.2165
"4110" 1004.1 28.4 78 16.92 5.281 28.9736
"4111" 1007 28.4 79.9 18 6.488 28.9068
"4112" 1010.4 28.2 78.3 40.68 7.551 29.1022
"4113" 1009.5 28.7 73.9 43.2 4.86 29.2687
"4114" 1006.5 28.2 75.7 39.6 7.047 29.9618
"4115" 1008.4 27.4 68.9 39.96 6.414 29.2759
"4116" 1006.6 27.6 79.8 5.4 5.318 29.0258
"4117" 1008.1 27.7 75.3 41.4 6.326 28.8304
"4118" 1012.6 24.3 71.2 26.28 5.697 28.2431
"4119" 1004.1 27.3 79.7 32.76 6.881 29.4876
"4120" 1012.2 27.4 73.3 40.32 6.564 29.3851
"4121" 1010.7 25.8 76.1 27.36 6.102 29.3359
"4122" 1013.7 25.3 77.5 47.16 5.506 27.7406
"4123" 1010.6 28 78.8 29.88 4.741 29.0651
"4124" 1009.3 28 79.4 34.92 5.755 29.5707
"4125" 1010.8 27.3 79.3 41.4 7.315 29.124
"4126" 1007.2 25.3 88.8 39.24 7.196 29.0887
"4127" 1014.2 24.1 85.2 45 6.764 27.7274
"4128" 1012.1 26.7 74.5 32.04 6.156 29.3799
"4129" 1008.3 26.9 82.1 16.92 5.845 29.0405
"4130" 1011.4 24.3 78.9 26.64 5.984 28.3407
"4131" 1013.8 25.3 72.7 36.72 5.752 27.8263
"4132" 1011.4 27.1 72.6 33.84 6.733 29.1828
"4133" 1009.5 29 79.1 27 7.443 28.8078
"4134" 1004.5 27.5 76.2 49.32 5.596 29.4707
"4135" 1005.4 27.1 82 26.28 6.881 29.5767
"4136" 1007.9 27.8 80.1 41.04 5.769 29.4149
"4137" 1008.4 26.5 72.2 39.6 7.15 28.4472
"4138" 1014.8 24.6 83 41.04 5.29 28.1228
"4139" 1009.8 27.7 77.2 23.4 6.853 29.0135
"4140" 1012.7 24.2 84.2 22.68 5.648 28.3694
"4141" 1008.7 25.6 88.9 34.56 5.96 29.1178
"4142" 1003 28.4 77.1 28.44 6.308 29.3593
"4143" 1012.5 24.7 85.7 32.04 5.534 28.2277
"4144" 1011.8 24.5 81.6 28.8 6.403 27.3221
"4145" 1005.3 26 80.8 27.36 5.378 28.9874
"4146" 1009.7 25.4 71.8 34.56 7.544 28.2835
"4147" 1009.2 27.7 77.9 35.28 6.173 29.0312
"4148" 1012.4 25.8 83.8 36 6.772 27.6306
"4149" 1005.6 27.4 82.5 17.28 6.223 29.1088
"4150" 1008.1 27.9 79.3 42.48 6.137 29.5611
"4151" 1006.4 28.1 82.2 23.04 6.953 28.7735
"4152" 1009 26.1 78.9 36.72 5.456 29.2639
"4153" 1008 27.4 82.7 20.16 6.531 29.1894
"4154" 1010.5 27.8 82.9 19.8 7.487 28.9724
"4155" 1013.2 27.4 69.7 38.52 6.254 29.4312
"4156" 1005.1 28 77.2 22.68 5.88 28.8175
"4157" 1012.7 25.7 72.6 40.68 6.212 28.5166
"4158" 1007.6 28.5 70 41.04 6.148 29.3583
"4159" 1003.7 28.7 74.6 42.48 6.149 29.1466
"4160" 1003.6 25.9 90.3 36.36 6.345 29.5288
"4161" 1002.9 27.5 76.8 25.56 6.798 29.5916
"4162" 1007.6 26.2 85.1 11.52 5.473 29.0373
"4163" 1010.5 26.7 84.1 36.72 6.62 28.8587
"4164" 1010.4 26.4 71 39.24 6.867 28.292
"4165" 1010.2 28.2 78.7 28.8 7.359 29.2168
"4166" 1012.2 26.9 75.7 38.52 6.414 29.2884
"4167" 1014 25.6 80 33.48 5.178 28.2495
"4168" 1014.9 24.6 80.8 41.76 6.223 27.6814
"4169" 1009.8 27.3 74.4 32.4 6.084 29.1053
"4170" 1007.8 27.5 77.7 34.2 6.487 29.1326
"4171" 1011.4 25.2 80.7 38.52 6.405 27.3228
"4172" 1010.3 26.4 74.5 24.48 6.42 29.4415
"4173" 1005.5 28.4 75.4 26.64 7.088 29.3898
"4174" 1009.6 25.9 84.3 44.28 6.305 29.1096
"4175" 1006.4 28.2 78.8 41.04 6.693 28.9639
"4176" 1003.2 26.1 79.5 15.84 6.032 29.1993
"4177" 1009.7 25.8 73.4 42.12 7.39 28.281
"4178" 1004.5 28 82.3 38.16 6.231 29.2785
"4179" 1013.3 24.6 85.1 36.36 5.411 28.3225
"4180" 1010.5 27.5 79.8 31.32 6.737 28.8684
"4181" 1008.9 25.3 81.9 40.68 6.019 27.5606
"4182" 1009 28.6 78.5 40.68 5.934 29.4671
"4183" 1014.6 25 73 41.04 6.655 27.5166
"4184" 1012.6 25 79.7 42.48 5.336 27.9706
"4185" 1013.4 26.6 75.8 35.64 5.327 29.1701
"4186" 1011 24.4 79.6 22.68 5.802 28.3552
"4187" 1009.9 25.7 75.5 39.96 6.946 28.4587
"4188" 1010.6 26.1 76 41.76 6.46 28.7481
"4189" 1013.4 25.3 75.5 38.52 5.046 28.2897
"4190" 1011.8 27.3 72.2 39.24 6.437 29.405
"4191" 1014.6 25.5 80 39.24 5.958 27.7932
"4192" 1009.9 26.1 78.3 37.8 5.55 29.0923
"4193" 1014.3 25.7 76.9 36.36 4.92 28.1689
"4194" 1006.4 27.3 85.3 11.52 5.835 29.356
"4195" 1012.7 27.1 72.7 33.84 5.887 29.3611
"4196" 1003.5 26.4 84.4 21.96 6.116 29.3994
"4197" 1004.7 27.2 80 31.32 6.864 29.4553
"4198" 1010.1 27.7 74 34.2 5.253 29.3963
"4199" 1014.2 24.6 74.9 42.48 6.646 27.5618
"4200" 1010.3 25.2 73 33.12 6.937 27.9331
"4201" 1008 27.2 82 27.72 6.157 29.7014
"4202" 1010.2 26.6 73 25.56 5.446 29.4449
"4203" 1008.5 28.7 81.1 34.92 6.056 29.2547
"4204" 1003.8 27.8 82.9 39.24 6.164 29.3978
"4205" 1002.7 29.1 77.7 47.52 6.218 29.2057
"4206" 1010.1 28.1 72.2 41.76 6.181 28.9784
"4207" 1010.2 26.4 78.9 40.32 6.469 28.3805
"4208" 1010.9 25.3 82.7 42.48 6.127 27.5842
"4209" 1010.2 25.6 73.3 39.24 7.385 28.4063
"4210" 1011.5 26.9 71.4 28.44 6.725 29.4737
"4211" 1005.4 28.5 75.2 25.56 7.18 29.4701
"4212" 1015.8 24.4 82.5 36.36 6.236 27.4365
"4213" 1010.8 24.7 81.9 42.12 6.521 27.6731
"4214" 1002.7 29.1 76.8 50.4 6.217 29.2058
"4215" 1010.3 26.4 85.4 40.68 5.359 29.1218
"4216" 1009.7 27.4 74.5 36.72 6.115 29.0789
"4217" 1011.2 26.5 77.6 37.8 7.093 29.0657
"4218" 1006.9 28.8 76.1 20.52 6.485 28.9245
"4219" 1009.5 26.6 84.9 43.2 6.912 28.8942
"4220" 1012.7 24.7 71.5 36.72 5.926 28.4546
"4221" 1013.1 26.7 78.5 37.8 6.187 29.1622
"4222" 1010.8 26.9 79.3 46.44 6.877 28.7084
"4223" 1008.3 27.8 79.4 33.48 6.602 29.3717
"4224" 1009.3 26.1 83.1 42.48 5.935 29.0981
"4225" 1010.2 26 82.9 41.4 5.77 29.1382
"4226" 1005.1 27.8 78.5 29.52 5.698 29.2712
"4227" 1008.3 26.8 82.1 24.84 6.512 29.7633
"4228" 1010.5 25.6 79.9 49.32 6.4 27.6016
"4229" 1002.9 28.9 74.9 23.76 6.177 28.9387
"4230" 1014.3 24.7 67.4 34.2 6.364 28.1587
"4231" 1010.1 25.9 82.5 44.64 5.887 27.7615
"4232" 1014.8 25.1 82.6 29.88 6.888 28.25
"4233" 1003.8 26.4 82.5 21.24 5.826 29.2285
"4234" 1010.5 28.2 76.3 51.12 5.907 29.4406
"4235" 1010.6 27.1 81 41.4 5.672 29.0392
"4236" 1003.5 28.6 80.4 35.28 5.689 29.382
"4237" 1008.5 26 76.7 36.36 5.97 29.219
"4238" 1008.3 26.5 74.3 41.4 7.183 28.4735
"4239" 1005.7 28.8 76.2 31.68 4.891 29.2802
